video,frame,pedestrian_id,x1,y1,x2,y2,label
video_0001,1069,1_1_1,1164.01,814.51,1187.51,903.16,0
video_0001,1070,1_1_1,1168.55,813.7,1192.27,902.66,0
video_0001,1071,1_1_1,1173.08,812.9,1197.03,902.16,0
video_0001,1072,1_1_1,1177.55,811.41,1201.72,902.17,0
video_0001,1073,1_1_1,1182.01,809.92,1206.41,902.19,0
video_0001,1074,1_1_1,1186.48,808.43,1211.1,902.2,0
video_0001,1075,1_1_1,1191.72,808.35,1218.05,903.08,0
video_0001,1076,1_1_1,1196.97,808.26,1225.0,903.96,0
video_0001,1077,1_1_1,1202.21,808.17,1231.95,904.84,0
video_0001,1078,1_1_1,1207.45,808.09,1238.9,905.72,0
video_0001,1079,1_1_1,1212.7,808.01,1243.2,906.6,0
video_0001,1080,1_1_1,1217.39,808.49,1249.9,909.12,0
video_0001,1081,1_1_1,1222.08,808.97,1254.58,911.64,0
video_0001,1082,1_1_1,1226.78,809.45,1259.25,914.16,0
video_0001,1083,1_1_1,1231.47,809.94,1263.92,916.68,0
video_0001,1084,1_1_1,1236.16,810.42,1268.6,919.2,0
video_0001,1085,1_1_1,1241.0,809.38,1272.6,919.58,0
video_0001,1086,1_1_1,1246.05,809.38,1279.4,921.0,0
video_0001,1087,1_1_1,1251.72,811.1,1284.9,924.14,0
video_0001,1088,1_1_1,1260.19,808.16,1293.4,922.62,0
video_0001,1089,1_1_1,1268.66,805.23,1301.9,921.1,0
video_0001,1090,1_1_1,1268.3,804.83,1305.9,922.89,0
video_0001,1091,1_1_1,1274.53,799.41,1315.4,919.64,0
video_0001,1092,1_1_1,1277.85,799.24,1320.6,918.3,0
video_0001,1093,1_1_1,1281.17,799.07,1323.1,923.66,0
video_0001,1094,1_1_1,1290.72,793.92,1330.4,920.7,0
video_0001,1095,1_1_1,1297.51,795.01,1337.66,924.08,0
video_0001,1096,1_1_1,1304.3,796.1,1344.93,927.45,0
video_0001,1097,1_1_1,1311.26,794.53,1352.37,928.16,0
video_0001,1098,1_1_1,1318.22,792.96,1359.81,928.88,0
video_0001,1099,1_1_1,1326.74,794.19,1368.8,932.4,0
video_0001,1100,1_1_1,1334.11,793.01,1379.4,933.1,0
video_0001,1101,1_1_1,1341.03,790.13,1386.9,932.89,0
video_0001,1102,1_1_1,1347.94,787.25,1394.4,932.69,0
video_0001,1103,1_1_1,1354.86,781.09,1401.91,929.2,0
video_0001,1104,1_1_1,1363.57,777.91,1411.2,928.7,0
video_0001,1105,1_1_1,1370.0,770.03,1418.52,924.59,0
video_0001,1106,1_1_1,1380.01,763.86,1429.42,922.2,0
video_0001,1107,1_1_1,1393.01,756.19,1443.3,918.31,0
video_0001,1108,1_1_1,1402.13,752.26,1453.31,918.16,0
video_0001,1109,1_1_1,1413.63,748.93,1465.7,918.6,0
video_0001,1110,1_1_1,1425.1,742.9,1478.9,916.7,0
video_0001,1111,1_1_1,1437.09,740.0,1490.0,918.54,0
video_0001,1112,1_1_1,1446.77,736.64,1502.09,919.92,0
video_0001,1113,1_1_1,1458.76,736.14,1515.39,924.17,0
video_0001,1114,1_1_1,1469.95,733.22,1527.89,925.98,0
video_0001,1115,1_1_1,1484.4,732.0,1545.9,927.19,0
video_0001,1116,1_1_1,1494.87,726.38,1556.56,927.47,0
video_0001,1117,1_1_1,1509.03,722.61,1570.9,929.6,0
video_0001,1118,1_1_1,1523.32,715.23,1583.2,927.3,0
video_0001,1119,1_1_1,1540.84,708.78,1603.0,927.3,0
video_0001,1120,1_1_1,1557.45,704.17,1618.5,927.3,0
video_0001,1121,1_1_1,1573.35,696.56,1642.0,928.2,0
video_0001,1122,1_1_1,1589.26,688.95,1659.1,929.1,0
video_0001,1123,1_1_1,1607.48,683.41,1676.1,931.85,0
video_0001,1124,1_1_1,1625.69,677.88,1685.8,934.6,0
video_0001,1125,1_1_1,1645.52,674.19,1722.0,937.8,0
video_0001,1126,1_1_1,1667.66,669.12,1745.3,941.0,0
video_0001,1127,1_1_1,1686.91,660.49,1767.2,940.3,0
video_0001,1128,1_1_1,1712.15,655.84,1792.43,943.0,0
video_0001,1129,1_1_1,1736.05,648.53,1816.34,943.7,0
video_0001,1130,1_1_1,1761.29,638.57,1841.57,945.0,0
video_0001,1131,1_1_1,1787.18,628.61,1868.1,948.3,0
video_0001,1132,1_1_1,1812.4,617.32,1897.98,943.7,0
video_0001,1133,1_1_1,1844.27,608.03,1920.0,934.4,0
video_0001,1134,1_1_1,1872.83,599.39,1920.0,933.7,0
video_0001,1135,1_1_1,1897.4,599.39,1920.0,933.7,0
video_0001,1136,1_1_1,1897.4,599.39,1920.0,933.7,0
video_0001,1013,1_1_2,917.42,796.87,929.7,846.4,0
video_0001,1014,1_1_2,921.5,800.25,933.78,849.78,0
video_0001,1015,1_1_2,925.59,803.64,937.86,853.17,0
video_0001,1016,1_1_2,929.67,807.02,941.94,856.56,0
video_0001,1017,1_1_2,933.75,810.41,946.02,859.94,0
video_0001,1018,1_1_2,937.83,813.79,950.1,863.32,0
video_0001,1019,1_1_2,941.02,817.12,953.29,866.65,0
video_0001,1020,1_1_2,944.2,820.46,956.47,869.99,0
video_0001,1021,1_1_2,947.38,823.79,959.65,873.33,0
video_0001,1022,1_1_2,950.57,827.13,962.84,876.66,0
video_0001,1023,1_1_2,953.75,830.46,966.03,879.99,0
video_0001,1024,1_1_2,957.3,831.45,970.26,881.83,0
video_0001,1025,1_1_2,960.85,832.43,974.5,883.67,0
video_0001,1026,1_1_2,964.4,833.42,978.74,885.52,0
video_0001,1027,1_1_2,967.95,834.41,982.97,887.36,0
video_0001,1028,1_1_2,971.5,835.4,987.2,889.2,0
video_0001,1029,1_1_2,975.98,834.61,991.68,888.4,0
video_0001,1030,1_1_2,980.46,833.81,996.16,887.61,0
video_0001,1031,1_1_2,984.94,833.01,1000.64,886.82,0
video_0001,1032,1_1_2,989.42,832.22,1005.12,886.02,0
video_0001,1033,1_1_2,993.9,831.42,1009.6,885.22,0
video_0001,1034,1_1_2,998.58,831.03,1014.72,885.57,0
video_0001,1035,1_1_2,1003.25,830.65,1019.84,885.91,0
video_0001,1036,1_1_2,1007.93,830.26,1024.96,886.26,0
video_0001,1037,1_1_2,1012.61,829.88,1030.08,886.61,0
video_0001,1038,1_1_2,1017.29,829.5,1035.2,886.96,0
video_0001,1039,1_1_2,1021.92,828.72,1040.08,887.06,0
video_0001,1040,1_1_2,1026.55,827.94,1044.96,887.16,0
video_0001,1041,1_1_2,1031.17,827.16,1049.84,887.26,0
video_0001,1042,1_1_2,1035.8,826.38,1054.72,887.36,0
video_0001,1043,1_1_2,1040.43,825.6,1059.6,887.46,0
video_0001,1044,1_1_2,1045.95,825.75,1065.12,887.61,0
video_0001,1045,1_1_2,1051.47,825.9,1070.65,887.75,0
video_0001,1046,1_1_2,1057.0,826.05,1076.17,887.9,0
video_0001,1047,1_1_2,1062.52,826.2,1081.7,888.05,0
video_0001,1048,1_1_2,1068.05,826.35,1087.22,888.2,0
video_0001,1049,1_1_2,1073.38,825.35,1092.55,887.21,0
video_0001,1050,1_1_2,1078.7,824.36,1097.87,886.21,0
video_0001,1051,1_1_2,1084.02,823.36,1103.19,885.22,0
video_0001,1052,1_1_2,1089.35,822.36,1108.52,884.22,0
video_0001,1053,1_1_2,1094.67,821.37,1113.85,883.23,0
video_0001,1054,1_1_2,1099.2,822.07,1118.38,883.92,0
video_0001,1055,1_1_2,1103.73,822.76,1122.9,884.62,0
video_0001,1056,1_1_2,1108.26,823.46,1127.43,885.32,0
video_0001,1057,1_1_2,1112.79,824.16,1131.96,886.01,0
video_0001,1058,1_1_2,1117.32,824.85,1136.49,886.71,0
video_0001,1059,1_1_2,1121.51,825.24,1141.07,888.05,0
video_0001,1060,1_1_2,1125.71,825.63,1145.64,889.39,0
video_0001,1061,1_1_2,1129.9,826.02,1150.22,890.74,0
video_0001,1062,1_1_2,1134.1,826.41,1154.8,892.08,0
video_0001,1063,1_1_2,1138.3,826.8,1159.38,893.43,0
video_0001,1064,1_1_2,1142.73,826.1,1164.27,894.02,0
video_0001,1065,1_1_2,1147.16,825.4,1169.15,894.62,0
video_0001,1066,1_1_2,1151.59,824.71,1174.04,895.21,0
video_0001,1067,1_1_2,1156.02,824.01,1178.92,895.81,0
video_0001,1068,1_1_2,1160.45,823.32,1183.8,896.4,0
video_0001,1069,1_1_2,1164.78,822.23,1188.13,895.3,0
video_0001,1070,1_1_2,1169.11,821.13,1192.46,894.21,0
video_0001,1071,1_1_2,1173.43,820.04,1196.79,893.12,0
video_0001,1072,1_1_2,1177.76,818.94,1201.12,892.02,0
video_0001,1073,1_1_2,1182.09,817.84,1205.45,890.93,0
video_0001,1074,1_1_2,1187.27,815.75,1211.92,891.28,0
video_0001,1075,1_1_2,1192.44,813.66,1218.39,891.64,0
video_0001,1076,1_1_2,1197.62,811.57,1224.86,892.0,0
video_0001,1077,1_1_2,1202.8,809.48,1231.33,892.35,0
video_0001,1078,1_1_2,1207.97,807.39,1237.8,892.7,0
video_0001,1079,1_1_2,1212.5,807.89,1242.72,895.24,0
video_0001,1080,1_1_2,1217.03,808.38,1247.64,897.78,0
video_0001,1081,1_1_2,1221.56,808.88,1252.56,900.32,0
video_0001,1082,1_1_2,1226.09,809.38,1257.48,902.86,0
video_0001,1083,1_1_2,1230.62,809.88,1262.4,905.4,0
video_0001,1084,1_1_2,1236.59,810.08,1268.37,906.4,0
video_0001,1085,1_1_2,1242.56,810.27,1274.35,907.4,0
video_0001,1086,1_1_2,1248.53,810.47,1280.32,908.4,0
video_0001,1087,1_1_2,1254.5,810.67,1286.29,909.4,0
video_0001,1088,1_1_2,1260.48,810.87,1292.26,910.4,0
video_0001,1089,1_1_2,1264.61,808.78,1297.49,911.0,0
video_0001,1090,1_1_2,1268.74,806.69,1302.72,911.6,0
video_0001,1091,1_1_2,1272.87,804.6,1307.94,912.2,0
video_0001,1092,1_1_2,1277.0,802.51,1313.17,912.8,0
video_0001,1093,1_1_2,1281.13,800.42,1318.4,913.4,0
video_0001,1094,1_1_2,1286.95,799.08,1324.22,913.54,0
video_0001,1095,1_1_2,1292.78,797.73,1330.05,913.68,0
video_0001,1096,1_1_2,1298.6,796.39,1335.87,913.82,0
video_0001,1097,1_1_2,1304.42,795.05,1341.69,913.96,0
video_0001,1098,1_1_2,1310.24,793.71,1347.51,914.1,0
video_0001,1099,1_1_2,1317.64,792.09,1354.91,914.48,0
video_0001,1100,1_1_2,1325.05,790.48,1362.32,914.85,0
video_0001,1101,1_1_2,1332.45,788.86,1369.72,915.23,0
video_0001,1102,1_1_2,1339.85,787.24,1377.12,915.6,0
video_0001,1103,1_1_2,1345.32,780.82,1383.2,912.32,0
video_0001,1104,1_1_2,1350.8,774.4,1389.27,909.04,0
video_0001,1105,1_1_2,1356.27,767.98,1395.35,905.76,0
video_0001,1106,1_1_2,1361.75,761.56,1401.42,902.48,0
video_0001,1107,1_1_2,1367.22,755.14,1407.5,899.2,0
video_0001,1108,1_1_2,1376.28,751.18,1416.3,898.13,0
video_0001,1109,1_1_2,1385.34,747.21,1425.09,897.05,0
video_0001,1110,1_1_2,1394.4,743.25,1433.89,895.98,0
video_0001,1111,1_1_2,1402.59,740.11,1442.47,896.09,0
video_0001,1112,1_1_2,1410.77,736.97,1451.05,896.2,0
video_0001,1113,1_1_2,1419.4,737.6,1466.44,898.3,0
video_0001,1114,1_1_2,1430.2,736.4,1477.29,901.6,0
video_0001,1115,1_1_2,1441.0,732.8,1485.8,901.3,0
video_0001,1116,1_1_2,1451.8,731.0,1494.4,903.3,0
video_0001,1117,1_1_2,1462.6,728.1,1504.9,903.6,0
video_0001,1118,1_1_2,1473.4,722.15,1517.4,902.33,0
video_0001,1119,1_1_2,1484.2,716.21,1529.9,901.07,0
video_0001,1120,1_1_2,1495.0,710.26,1542.4,899.8,0
video_0001,1121,1_1_2,1507.6,705.94,1555.9,901.46,0
video_0001,1122,1_1_2,1520.2,701.63,1569.4,903.12,0
video_0001,1123,1_1_2,1532.1,697.32,1585.33,904.78,0
video_0001,1124,1_1_2,1543.5,693.0,1595.3,904.1,0
video_0001,1125,1_1_2,1559.12,692.5,1611.8,906.15,0
video_0001,1126,1_1_2,1573.31,687.42,1628.8,908.2,0
video_0001,1127,1_1_2,1587.5,682.34,1645.8,910.25,0
video_0001,1128,1_1_2,1604.07,679.6,1662.8,912.3,0
video_0001,1129,1_1_2,1620.64,673.35,1679.8,914.35,0
video_0001,1130,1_1_2,1637.21,667.1,1696.8,916.4,0
video_0001,1131,1_1_2,1654.3,665.3,1714.5,917.4,0
video_0001,1132,1_1_2,1675.4,660.1,1734.6,921.9,0
video_0001,1133,1_1_2,1694.25,653.3,1755.45,923.15,0
video_0001,1134,1_1_2,1713.1,646.5,1776.3,924.4,0
video_0001,1135,1_1_2,1734.8,639.9,1797.9,929.3,0
video_0001,1136,1_1_2,1758.1,631.02,1820.93,930.34,0
video_0001,1137,1_1_2,1781.39,622.14,1843.97,931.37,0
video_0001,1138,1_1_2,1807.0,612.4,1868.7,929.71,0
video_0001,1139,1_1_2,1832.6,599.91,1894.35,926.36,0
video_0001,1140,1_1_2,1858.2,587.42,1920.0,923.0,0
video_0001,1141,1_1_2,1885.7,582.99,1920.0,925.3,0
video_0001,1142,1_1_2,1885.7,582.99,1920.0,925.3,0
video_0001,1324,1_1_3,1111.97,805.05,1122.51,831.83,0
video_0001,1325,1_1_3,1112.97,805.05,1123.17,832.09,0
video_0001,1326,1_1_3,1113.96,805.05,1123.84,832.34,0
video_0001,1327,1_1_3,1114.96,805.05,1124.5,832.6,0
video_0001,1328,1_1_3,1114.73,805.29,1124.0,833.2,0
video_0001,1329,1_1_3,1114.5,805.54,1123.5,833.8,0
video_0001,1330,1_1_3,1115.15,805.54,1124.15,833.8,0
video_0001,1331,1_1_3,1115.79,805.54,1124.79,833.8,0
video_0001,1332,1_1_3,1116.44,805.54,1125.44,833.8,0
video_0001,1333,1_1_3,1117.08,805.54,1126.08,833.8,0
video_0001,1334,1_1_3,1117.73,805.54,1126.73,833.8,0
video_0001,1335,1_1_3,1118.68,805.19,1127.68,833.45,0
video_0001,1336,1_1_3,1119.62,804.84,1128.62,833.1,0
video_0001,1337,1_1_3,1120.57,804.5,1129.57,832.76,0
video_0001,1338,1_1_3,1121.51,804.15,1130.51,832.41,0
video_0001,1339,1_1_3,1122.46,803.8,1131.46,832.06,0
video_0001,1340,1_1_3,1121.91,803.18,1131.07,832.84,0
video_0001,1341,1_1_3,1121.37,802.56,1130.67,833.61,0
video_0001,1342,1_1_3,1121.78,802.93,1131.22,835.38,0
video_0001,1343,1_1_3,1122.18,803.3,1131.78,837.15,0
video_0001,1344,1_1_3,1125.95,802.56,1135.7,837.8,0
video_0001,1345,1_1_3,1125.68,803.61,1135.43,838.85,0
video_0001,1346,1_1_3,1125.4,804.65,1135.15,839.89,0
video_0001,1347,1_1_3,1126.58,804.45,1136.33,839.69,0
video_0001,1348,1_1_3,1127.75,804.25,1137.51,839.49,0
video_0001,1349,1_1_3,1128.93,804.05,1138.69,839.29,0
video_0001,1350,1_1_3,1129.68,804.05,1139.44,839.29,0
video_0001,1351,1_1_3,1130.42,804.05,1140.18,839.29,0
video_0001,1352,1_1_3,1131.17,804.05,1140.93,839.29,0
video_0001,1353,1_1_3,1131.91,804.05,1141.67,839.29,0
video_0001,1354,1_1_3,1132.66,804.05,1142.42,839.29,0
video_0001,1355,1_1_3,1133.24,803.76,1143.2,839.55,0
video_0001,1356,1_1_3,1133.81,803.47,1143.97,839.81,0
video_0001,1357,1_1_3,1134.39,803.19,1144.75,840.08,0
video_0001,1358,1_1_3,1134.96,802.9,1145.52,840.34,0
video_0001,1359,1_1_3,1135.54,802.61,1146.3,840.6,0
video_0001,1360,1_1_3,1136.72,802.24,1147.56,840.92,0
video_0001,1361,1_1_3,1137.9,801.86,1148.82,841.24,0
video_0001,1362,1_1_3,1139.09,801.49,1150.08,841.56,0
video_0001,1363,1_1_3,1140.27,801.11,1151.34,841.88,0
video_0001,1364,1_1_3,1141.45,800.74,1152.6,842.2,0
video_0001,1365,1_1_3,1143.04,800.34,1154.19,841.8,0
video_0001,1366,1_1_3,1144.63,799.94,1155.78,841.4,0
video_0001,1367,1_1_3,1146.23,799.55,1157.38,841.01,0
video_0001,1368,1_1_3,1147.82,799.15,1158.97,840.61,0
video_0001,1369,1_1_3,1149.41,798.75,1160.56,840.21,0
video_0001,1370,1_1_3,1150.06,799.2,1161.61,841.15,0
video_0001,1371,1_1_3,1150.7,799.65,1162.66,842.09,0
video_0001,1372,1_1_3,1151.35,800.09,1163.7,843.02,0
video_0001,1373,1_1_3,1151.99,800.54,1164.75,843.96,0
video_0001,1374,1_1_3,1152.64,800.99,1165.8,844.9,0
video_0001,1375,1_1_3,1154.48,801.04,1167.64,845.9,0
video_0001,1376,1_1_3,1156.32,801.09,1169.48,846.9,0
video_0001,1377,1_1_3,1158.17,801.14,1171.33,847.9,0
video_0001,1378,1_1_3,1160.01,801.19,1173.17,848.9,0
video_0001,1379,1_1_3,1161.85,801.24,1175.01,849.9,0
video_0001,1380,1_1_3,1163.19,801.04,1176.71,850.04,0
video_0001,1381,1_1_3,1164.54,800.84,1178.41,850.18,0
video_0001,1382,1_1_3,1165.88,800.64,1180.1,850.32,0
video_0001,1383,1_1_3,1167.23,800.44,1181.8,850.46,0
video_0001,1384,1_1_3,1168.57,800.24,1183.5,850.6,0
video_0001,1385,1_1_3,1170.41,799.2,1185.34,850.5,0
video_0001,1386,1_1_3,1172.25,798.15,1187.18,850.4,0
video_0001,1387,1_1_3,1174.1,797.11,1189.03,850.3,0
video_0001,1388,1_1_3,1175.94,796.06,1190.87,850.2,0
video_0001,1389,1_1_3,1177.78,795.02,1192.71,850.1,0
video_0001,1390,1_1_3,1179.97,794.82,1194.9,851.0,0
video_0001,1391,1_1_3,1182.16,794.62,1197.09,851.9,0
video_0001,1392,1_1_3,1184.34,794.42,1199.28,852.8,0
video_0001,1393,1_1_3,1186.53,794.22,1201.47,853.7,0
video_0001,1394,1_1_3,1188.72,794.02,1203.66,854.6,0
video_0001,1395,1_1_3,1190.86,794.22,1205.8,854.8,0
video_0001,1396,1_1_3,1193.0,794.42,1207.94,855.0,0
video_0001,1397,1_1_3,1195.14,794.62,1210.08,855.2,0
video_0001,1398,1_1_3,1197.28,794.82,1212.22,855.4,0
video_0001,1399,1_1_3,1199.42,795.02,1214.36,855.6,0
video_0001,1400,1_1_3,1202.06,794.42,1217.55,857.04,0
video_0001,1401,1_1_3,1204.7,793.82,1220.74,858.48,0
video_0001,1402,1_1_3,1207.33,793.23,1223.92,859.92,0
video_0001,1403,1_1_3,1209.97,792.63,1227.11,861.36,0
video_0001,1404,1_1_3,1212.61,792.03,1230.3,862.8,0
video_0001,1405,1_1_3,1215.4,791.43,1233.09,862.2,0
video_0001,1406,1_1_3,1218.19,790.83,1235.87,861.6,0
video_0001,1407,1_1_3,1220.97,790.24,1238.66,861.01,0
video_0001,1408,1_1_3,1223.76,789.64,1241.44,860.41,0
video_0001,1409,1_1_3,1226.55,789.04,1244.23,859.81,0
video_0001,1410,1_1_3,1230.89,788.79,1252.69,869.52,0
video_0001,1411,1_1_3,1234.51,787.2,1256.41,869.17,0
video_0001,1412,1_1_3,1238.12,785.61,1260.14,868.82,0
video_0001,1413,1_1_3,1241.2,786.1,1263.34,870.56,0
video_0001,1414,1_1_3,1245.71,786.06,1266.9,866.8,0
video_0001,1415,1_1_3,1250.36,785.78,1272.19,870.25,0
video_0001,1416,1_1_3,1255.0,785.51,1277.48,873.7,0
video_0001,1417,1_1_3,1258.05,785.59,1280.65,875.03,0
video_0001,1418,1_1_3,1262.03,785.73,1284.74,876.42,0
video_0001,1419,1_1_3,1266.85,783.92,1289.67,875.86,0
video_0001,1420,1_1_3,1271.66,782.12,1294.6,875.3,0
video_0001,1421,1_1_3,1276.7,780.6,1300.08,874.96,0
video_0001,1422,1_1_3,1281.74,779.08,1305.56,874.62,0
video_0001,1423,1_1_3,1286.79,777.56,1311.04,874.28,0
video_0001,1424,1_1_3,1291.83,776.04,1316.52,873.94,0
video_0001,1425,1_1_3,1296.87,774.52,1322.0,873.6,0
video_0001,1426,1_1_3,1301.91,774.71,1327.04,875.27,0
video_0001,1427,1_1_3,1307.41,773.5,1332.54,875.55,0
video_0001,1428,1_1_3,1313.97,771.5,1341.1,876.3,0
video_0001,1429,1_1_3,1319.5,768.65,1346.7,874.9,0
video_0001,1430,1_1_3,1323.74,771.0,1352.9,878.4,0
video_0001,1431,1_1_3,1331.59,770.85,1361.56,885.1,0
video_0001,1432,1_1_3,1338.64,768.79,1369.42,884.61,0
video_0001,1433,1_1_3,1345.68,766.72,1377.27,884.12,0
video_0001,1434,1_1_3,1352.73,764.66,1385.13,883.63,0
video_0001,1435,1_1_3,1362.06,763.58,1395.27,885.44,0
video_0001,1436,1_1_3,1368.22,760.79,1403.05,885.97,0
video_0001,1437,1_1_3,1376.71,759.0,1413.16,887.5,0
video_0001,1438,1_1_3,1385.2,757.2,1423.28,889.04,0
video_0001,1439,1_1_3,1393.69,755.4,1433.39,890.57,0
video_0001,1440,1_1_3,1402.18,753.61,1443.5,892.1,0
video_0001,1441,1_1_3,1410.64,752.04,1452.97,895.77,0
video_0001,1442,1_1_3,1420.99,750.22,1464.33,899.19,0
video_0001,1443,1_1_3,1431.35,748.39,1475.7,902.61,0
video_0001,1444,1_1_3,1441.7,746.57,1487.06,906.03,0
video_0001,1445,1_1_3,1453.83,744.39,1500.2,909.1,0
video_0001,1446,1_1_3,1465.78,742.53,1514.27,912.77,0
video_0001,1447,1_1_3,1479.11,740.49,1529.74,914.43,0
video_0001,1448,1_1_3,1492.43,738.44,1545.2,916.1,0
video_0001,1449,1_1_3,1505.08,736.4,1559.93,923.26,0
video_0001,1450,1_1_3,1520.23,732.4,1577.2,924.8,0
video_0001,1451,1_1_3,1535.1,728.64,1593.47,925.4,0
video_0001,1452,1_1_3,1554.02,725.12,1614.92,928.86,0
video_0001,1453,1_1_3,1569.22,718.79,1632.66,929.51,0
video_0001,1454,1_1_3,1586.54,713.6,1652.51,931.3,0
video_0001,1455,1_1_3,1607.7,708.42,1676.2,933.1,0
video_0001,1456,1_1_3,1627.96,699.34,1697.25,934.06,0
video_0001,1457,1_1_3,1647.71,690.81,1717.79,935.57,0
video_0001,1458,1_1_3,1671.51,682.65,1742.39,937.46,0
video_0001,1459,1_1_3,1696.98,675.04,1768.64,939.89,0
video_0001,1460,1_1_3,1722.44,663.0,1794.9,937.9,0
video_0001,1461,1_1_3,1751.46,647.4,1820.99,933.45,0
video_0001,1462,1_1_3,1779.09,640.66,1852.4,939.5,0
video_0001,1463,1_1_3,1810.41,625.79,1886.0,935.2,0
video_0001,1464,1_1_3,1838.54,614.91,1920.0,936.5,0
video_0001,1465,1_1_3,1873.05,596.07,1920.0,926.7,0
video_0001,1466,1_1_3,1873.05,596.07,1920.0,926.7,0
video_0001,1324,1_1_4,1119.19,803.13,1127.71,835.05,0
video_0001,1325,1_1_4,1119.93,803.16,1128.45,835.08,0
video_0001,1326,1_1_4,1120.67,803.2,1129.19,835.12,0
video_0001,1327,1_1_4,1121.4,803.23,1129.92,835.15,0
video_0001,1328,1_1_4,1122.14,803.27,1130.66,835.19,0
video_0001,1329,1_1_4,1122.88,803.3,1131.4,835.22,0
video_0001,1330,1_1_4,1123.33,803.06,1131.95,835.69,0
video_0001,1331,1_1_4,1123.78,802.82,1132.5,836.17,0
video_0001,1332,1_1_4,1124.23,802.58,1133.05,836.64,0
video_0001,1333,1_1_4,1124.67,802.33,1133.6,837.12,0
video_0001,1334,1_1_4,1125.12,802.09,1134.15,837.59,0
video_0001,1335,1_1_4,1125.46,802.09,1134.1,841.7,0
video_0001,1336,1_1_4,1125.81,802.09,1135.15,841.2,0
video_0001,1337,1_1_4,1126.16,802.09,1136.2,840.7,0
video_0001,1338,1_1_4,1128.23,801.83,1137.95,841.4,0
